ORDERNUMBER,QUANTITYORDERED,PRICEEACH,MSRP,SALES,PROFIT_LOSS,ORDERDATE,PRODUCTCODE,STATUS,QTR_ID,MONTH_ID,YEAR_ID
10416,48,74.62,72,3581.76,125.76,5/10/2005,S24_4278,Shipped,2,5,2005
10108,31,68.71,80,2130.01,-349.99,3/3/2003,S24_4620,Shipped,1,3,2003
10122,29,71.14,80,2063.06,-256.94,5/8/2003,S24_4620,Shipped,2,5,2003
10135,23,87.31,80,2008.13,168.13,7/2/2003,S24_4620,Shipped,3,7,2003
10147,31,64.67,80,2004.77,-475.23,9/5/2003,S24_4620,Shipped,3,9,2003
10159,23,67.1,80,1543.3,-296.7,10/10/2003,S24_4620,Shipped,4,10,2003
10169,24,94.58,80,2269.92,349.92,11/4/2003,S24_4620,Shipped,4,11,2003
10180,28,71.14,80,1991.92,-248.08,11/11/2003,S24_4620,Shipped,4,11,2003
10191,44,66.29,80,2916.76,-603.24,11/20/2003,S24_4620,Shipped,4,11,2003
10211,22,92.16,80,2027.52,267.52,1/15/2004,S24_4620,Shipped,1,1,2004
10225,46,70.33,80,3235.18,-444.82,2/22/2004,S24_4620,Shipped,1,2,2004
10238,22,93.77,80,2062.94,302.94,4/9/2004,S24_4620,Shipped,2,4,2004
10252,38,87.31,80,3317.78,277.78,5/26/2004,S24_4620,Shipped,2,5,2004
10264,47,83.27,80,3913.69,153.69,6/30/2004,S24_4620,Shipped,2,6,2004
10276,48,75.18,80,3608.64,-231.36,8/2/2004,S24_4620,Shipped,3,8,2004
10287,40,88.12,80,3524.8,324.8,8/30/2004,S24_4620,Shipped,3,8,2004
10299,32,80.84,80,2586.88,26.88,9/30/2004,S24_4620,Shipped,3,9,2004
10310,49,97.01,80,4753.49,833.49,10/16/2004,S24_4620,Shipped,4,10,2004
10319,43,85.69,80,3684.67,244.67,11/3/2004,S24_4620,Shipped,4,11,2004
10331,41,100,80,5715.4,2435.4,11/17/2004,S24_4620,Shipped,4,11,2004
10343,30,100,80,3098.7,698.7,11/24/2004,S24_4620,Shipped,4,11,2004
10355,28,95.39,80,2670.92,430.92,12/7/2004,S24_4620,Shipped,4,12,2004
10363,43,100,80,5154.41,1714.41,1/6/2005,S24_4620,Shipped,1,1,2005
10378,41,100,80,4894.17,1614.17,2/10/2005,S24_4620,Shipped,1,2,2005
10390,30,82.42,80,2472.6,72.6,3/4/2005,S24_4620,Shipped,1,3,2005
10103,31,100,96,3224.31,248.31,1/29/2003,S32_1268,Shipped,1,1,2003
10114,32,100,96,3667.52,595.52,4/1/2003,S32_1268,Shipped,2,4,2003
10126,43,96.31,96,4141.33,13.33,5/28/2003,S32_1268,Shipped,2,5,2003
10140,26,100,96,2829.58,333.58,7/24/2003,S32_1268,Shipped,3,7,2003
10151,27,100,96,3068.55,476.55,9/21/2003,S32_1268,Shipped,3,9,2003
10164,24,100,96,2634.96,330.96,10/21/2003,S32_1268,Resolved,4,10,2003
10175,22,100,96,2436.72,324.72,11/6/2003,S32_1268,Shipped,4,11,2003
10184,46,100,96,4607.36,191.36,11/14/2003,S32_1268,Shipped,4,11,2003
10194,37,97.27,96,3598.99,46.99,11/25/2003,S32_1268,Shipped,4,11,2003
10207,49,80.9,96,3964.1,-739.9,12/9/2003,S32_1268,Shipped,4,12,2003
10217,21,100,96,2244.9,228.9,2/4/2004,S32_1268,Shipped,1,2,2004
10229,25,100,96,2793,393,3/11/2004,S32_1268,Shipped,1,3,2004
10245,37,100,96,4133.64,581.64,5/4/2004,S32_1268,Shipped,2,5,2004
10259,45,86.68,96,3900.6,-419.4,6/15/2004,S32_1268,Shipped,2,6,2004
10270,32,85.72,96,2743.04,-328.96,7/19/2004,S32_1268,Shipped,3,7,2004
10281,29,82.83,96,2402.07,-381.93,8/19/2004,S32_1268,Shipped,3,8,2004
10291,26,83.79,96,2178.54,-317.46,9/8/2004,S32_1268,Shipped,3,9,2004
10305,28,100,96,3155.04,467.04,10/13/2004,S32_1268,Shipped,4,10,2004
10313,27,87.64,96,2366.28,-225.72,10/22/2004,S32_1268,Shipped,4,10,2004
10324,20,98.18,96,1963.6,43.6,11/5/2004,S32_1268,Shipped,4,11,2004
10335,44,100,96,4746.28,522.28,11/19/2004,S32_1268,Shipped,4,11,2004
10348,42,100,96,6386.94,2354.94,11/1/2004,S32_1268,Shipped,4,11,2004
10358,41,100,96,4428,492,12/10/2004,S32_1268,Shipped,4,12,2004
10371,26,100,96,4044.04,1548.04,1/23/2005,S32_1268,Shipped,1,1,2005
10382,26,100,96,2708.42,212.42,2/17/2005,S32_1268,Shipped,1,2,2005
10411,26,100,96,2904.72,408.72,5/1/2005,S32_1268,Shipped,2,5,2005
10425,41,86.68,96,3553.88,-382.12,5/31/2005,S32_1268,In Process,2,5,2005
10107,20,92.9,99,1858,-122,2/24/2003,S32_1374,Shipped,1,2,2003
10120,22,100,99,2461.36,283.36,4/29/2003,S32_1374,Shipped,2,4,2003
10133,23,100,99,2642.01,365.01,6/27/2003,S32_1374,Shipped,2,6,2003
10145,33,93.9,99,3098.7,-168.3,8/25/2003,S32_1374,Shipped,3,8,2003
10168,28,100,99,3244.36,472.36,10/28/2003,S32_1374,Shipped,4,10,2003
10188,44,98.89,99,4351.16,-4.84,11/18/2003,S32_1374,Shipped,4,11,2003
10210,46,79.91,99,3675.86,-878.14,1/12/2004,S32_1374,Shipped,1,1,2004
10223,21,100,99,2475.27,396.27,2/20/2004,S32_1374,Shipped,1,2,2004
10235,41,100,99,4177.49,118.49,4/2/2004,S32_1374,Shipped,2,4,2004
10250,31,100,99,3282.28,213.28,5/11/2004,S32_1374,Shipped,2,5,2004
10263,31,79.91,99,2477.21,-591.79,6/28/2004,S32_1374,Shipped,2,6,2004
10275,23,81.91,99,1883.93,-393.07,7/23/2004,S32_1374,Shipped,3,7,2004
10285,37,98.89,99,3658.93,-4.07,8/27/2004,S32_1374,Shipped,3,8,2004
10297,26,100,99,2856.88,282.88,9/16/2004,S32_1374,Shipped,3,9,2004
10308,24,79.91,99,1917.84,-458.16,10/15/2004,S32_1374,Shipped,4,10,2004
10318,47,100,99,5305.36,652.36,11/2/2004,S32_1374,Shipped,4,11,2004
10329,45,63.91,99,2875.95,-1579.05,11/15/2004,S32_1374,Shipped,4,11,2004
10340,55,100,99,6482.85,1037.85,11/24/2004,S32_1374,Shipped,4,11,2004
10353,46,81.17,99,3733.82,-820.18,12/4/2004,S32_1374,Shipped,4,12,2004
10363,50,100,99,6576.5,1626.5,1/6/2005,S32_1374,Shipped,1,1,2005
10375,37,100,99,6353.27,2690.27,2/3/2005,S32_1374,Shipped,1,2,2005
10387,44,94.9,99,4175.6,-180.4,3/2/2005,S32_1374,Shipped,1,3,2005
10401,49,100,99,4992.61,141.61,4/3/2005,S32_1374,On Hold,2,4,2005
10416,45,100,99,4764.6,309.6,5/10/2005,S32_1374,Shipped,2,5,2005
10108,27,43.45,40,1173.15,93.15,3/3/2003,S32_2206,Shipped,1,3,2003
10122,31,44.66,40,1384.46,144.46,5/8/2003,S32_2206,Shipped,2,5,2003
10135,33,40.23,40,1327.59,7.59,7/2/2003,S32_2206,Shipped,3,7,2003
10145,31,35.8,40,1109.8,-130.2,8/25/2003,S32_2206,Shipped,3,8,2003
10159,35,35.4,40,1239,-161,10/10/2003,S32_2206,Shipped,4,10,2003
10169,26,39.83,40,1035.58,-4.42,11/4/2003,S32_2206,Shipped,4,11,2003
10180,34,45.46,40,1545.64,185.64,11/11/2003,S32_2206,Shipped,4,11,2003
10190,46,32.99,40,1517.54,-322.46,11/19/2003,S32_2206,Shipped,4,11,2003
10211,41,42.24,40,1731.84,91.84,1/15/2004,S32_2206,Shipped,1,1,2004
10224,43,39.43,40,1695.49,-24.51,2/21/2004,S32_2206,Shipped,1,2,2004
10237,26,40.23,40,1045.98,5.98,4/5/2004,S32_2206,Shipped,2,4,2004
10252,36,48.28,40,1738.08,298.08,5/26/2004,S32_2206,Shipped,2,5,2004
10264,20,32.59,40,651.8,-148.2,6/30/2004,S32_2206,Shipped,2,6,2004
10276,27,36.61,40,988.47,-91.53,8/2/2004,S32_2206,Shipped,3,8,2004
10285,37,41.03,40,1518.11,38.11,8/27/2004,S32_2206,Shipped,3,8,2004
10299,24,42.24,40,1013.76,53.76,9/30/2004,S32_2206,Shipped,3,9,2004
10310,36,43.05,40,1549.8,109.8,10/16/2004,S32_2206,Shipped,4,10,2004
10319,29,38.22,40,1108.38,-51.62,11/3/2004,S32_2206,Shipped,4,11,2004
10331,28,100,40,4102.56,2982.56,11/17/2004,S32_2206,Shipped,4,11,2004
10343,29,100,40,3713.16,2553.16,11/24/2004,S32_2206,Shipped,4,11,2004
10355,38,39.83,40,1513.54,-6.46,12/7/2004,S32_2206,Shipped,4,12,2004
10364,48,48.28,40,2317.44,397.44,1/6/2005,S32_2206,Shipped,1,1,2005
10378,40,82.46,40,3298.4,1698.4,2/10/2005,S32_2206,Shipped,1,2,2005
10390,41,44.56,40,1826.96,186.96,3/4/2005,S32_2206,Shipped,1,3,2005
10403,30,40.23,40,1206.9,6.9,4/8/2005,S32_2206,Shipped,2,4,2005
10104,35,47.62,54,1666.7,-223.3,1/31/2003,S32_2509,Shipped,1,1,2003
10114,28,55.73,54,1560.44,48.44,4/1/2003,S32_2509,Shipped,2,4,2003
10127,45,51.95,54,2337.75,-92.25,6/3/2003,S32_2509,Shipped,2,6,2003
10141,24,45.99,54,1103.76,-192.24,8/1/2003,S32_2509,Shipped,3,8,2003
10151,41,63.85,54,2617.85,403.85,9/21/2003,S32_2509,Shipped,3,9,2003
10165,48,45.99,54,2207.52,-384.48,10/22/2003,S32_2509,Shipped,4,10,2003
10175,50,63.31,54,3165.5,465.5,11/6/2003,S32_2509,Shipped,4,11,2003
10184,33,62.77,54,2071.41,289.41,11/14/2003,S32_2509,Shipped,4,11,2003
10195,32,43.29,54,1385.28,-342.72,11/25/2003,S32_2509,Shipped,4,11,2003
10207,27,60.06,54,1621.62,163.62,12/9/2003,S32_2509,Shipped,4,12,2003
10219,35,55.19,54,1931.65,41.65,2/10/2004,S32_2509,Shipped,1,2,2004
10229,23,54.11,54,1244.53,2.53,3/11/2004,S32_2509,Shipped,1,3,2004
10246,35,48.7,54,1704.5,-185.5,5/5/2004,S32_2509,Shipped,2,5,2004
10259,40,43.83,54,1753.2,-406.8,6/15/2004,S32_2509,Shipped,2,6,2004
10271,35,47.62,54,1666.7,-223.3,7/20/2004,S32_2509,Shipped,3,7,2004
10281,31,55.19,54,1710.89,36.89,8/19/2004,S32_2509,Shipped,3,8,2004
10292,50,46.53,54,2326.5,-373.5,9/8/2004,S32_2509,Shipped,3,9,2004
10305,40,57.9,54,2316,156,10/13/2004,S32_2509,Shipped,4,10,2004
10313,38,45.45,54,1727.1,-324.9,10/22/2004,S32_2509,Shipped,4,10,2004
10325,38,100,54,8844.12,6792.12,11/5/2004,S32_2509,Shipped,4,11,2004
10335,40,60.6,54,2424,264,11/19/2004,S32_2509,Shipped,4,11,2004
10349,33,46.53,54,1535.49,-246.51,12/1/2004,S32_2509,Shipped,4,12,2004
10359,36,100,54,6358.68,4414.68,12/15/2004,S32_2509,Shipped,4,12,2004
10371,20,66.47,54,1329.4,249.4,1/23/2005,S32_2509,Shipped,1,1,2005
10383,32,53.18,54,1701.76,-26.24,2/22/2005,S32_2509,Shipped,1,2,2005
10394,36,62.77,54,2259.72,315.72,3/15/2005,S32_2509,Shipped,1,3,2005
10412,19,48.7,54,925.3,-100.7,5/3/2005,S32_2509,Shipped,2,5,2005
10425,11,43.83,54,482.13,-111.87,5/31/2005,S32_2509,In Process,2,5,2005
10104,49,65.87,62,3227.63,189.63,1/31/2003,S32_3207,Shipped,1,1,2003
10116,27,63.38,62,1711.26,37.26,4/11/2003,S32_3207,Shipped,2,4,2003
10127,29,70.84,62,2054.36,256.36,6/3/2003,S32_3207,Shipped,2,6,2003
10142,42,74.57,62,3131.94,527.94,8/8/2003,S32_3207,Shipped,3,8,2003
10152,33,50.95,62,1681.35,-364.65,9/25/2003,S32_3207,Shipped,3,9,2003
10165,44,53.44,62,2351.36,-376.64,10/22/2003,S32_3207,Shipped,4,10,2003
10176,22,64,62,1408,44,11/6/2003,S32_3207,Shipped,4,11,2003
10184,48,50.95,62,2445.6,-530.4,11/14/2003,S32_3207,Shipped,4,11,2003
10195,33,54.68,62,1804.44,-241.56,11/25/2003,S32_3207,Shipped,4,11,2003
10207,45,56.55,62,2544.75,-245.25,12/9/2003,S32_3207,Shipped,4,12,2003
10220,20,52.82,62,1056.4,-183.6,2/12/2004,S32_3207,Shipped,1,2,2004
10230,46,60.9,62,2801.4,-50.6,3/15/2004,S32_3207,Shipped,1,3,2004
10247,40,49.71,62,1988.4,-491.6,5/5/2004,S32_3207,Shipped,2,5,2004
10272,45,64.63,62,2908.35,118.35,7/20/2004,S32_3207,Shipped,3,7,2004
10282,36,59.65,62,2147.4,-84.6,8/20/2004,S32_3207,Shipped,3,8,2004
10292,31,67.73,62,2099.63,177.63,9/8/2004,S32_3207,Shipped,3,9,2004
10306,46,50.33,62,2315.18,-536.82,10/14/2004,S32_3207,Shipped,4,10,2004
10314,35,66.49,62,2327.15,157.15,10/22/2004,S32_3207,Shipped,4,10,2004
10325,28,100,62,5377.4,3641.4,11/5/2004,S32_3207,Shipped,4,11,2004
10336,31,84.71,62,2626.01,704.01,11/20/2004,S32_3207,Shipped,4,11,2004
10350,27,100,62,4406.4,2732.4,12/2/2004,S32_3207,Shipped,4,12,2004
10359,22,100,62,4301.22,2937.22,12/15/2004,S32_3207,Shipped,4,12,2004
10371,30,99.55,62,2986.5,1126.5,1/23/2005,S32_3207,Shipped,1,1,2005
10383,44,36.07,62,1587.08,-1140.92,2/22/2005,S32_3207,Shipped,1,2,2005
10394,30,60.28,62,1808.4,-51.6,3/15/2005,S32_3207,Shipped,1,3,2005
10413,24,49.71,62,1193.04,-294.96,5/5/2005,S32_3207,Shipped,2,5,2005
10103,45,75.63,64,3403.35,523.35,1/29/2003,S32_3522,Shipped,1,1,2003
10113,23,68.52,64,1575.96,103.96,3/26/2003,S32_3522,Shipped,1,3,2003
10126,26,62.7,64,1630.2,-33.8,5/28/2003,S32_3522,Shipped,2,5,2003
10140,28,60.76,64,1701.28,-90.72,7/24/2003,S32_3522,Shipped,3,7,2003
10150,49,58.18,64,2850.82,-285.18,9/19/2003,S32_3522,Shipped,3,9,2003
10164,49,54.94,64,2692.06,-443.94,10/21/2003,S32_3522,Resolved,4,10,2003
10175,29,74.98,64,2174.42,318.42,11/6/2003,S32_3522,Shipped,4,11,2003
10183,49,64.64,64,3167.36,31.36,11/13/2003,S32_3522,Shipped,4,11,2003
10194,39,54.94,64,2142.66,-353.34,11/25/2003,S32_3522,Shipped,4,11,2003
10206,36,58.82,64,2117.52,-186.48,12/5/2003,S32_3522,Shipped,4,12,2003
10217,39,62.05,64,2419.95,-76.05,2/4/2004,S32_3522,Shipped,1,2,2004
10229,30,73.04,64,2191.2,271.2,3/11/2004,S32_3522,Shipped,1,3,2004
10245,44,69.16,64,3043.04,227.04,5/4/2004,S32_3522,Shipped,2,5,2004
10258,20,61.41,64,1228.2,-51.8,6/15/2004,S32_3522,Shipped,2,6,2004
10270,21,63.35,64,1330.35,-13.65,7/19/2004,S32_3522,Shipped,3,7,2004
10281,36,77.57,64,2792.52,488.52,8/19/2004,S32_3522,Shipped,3,8,2004
10291,32,71.75,64,2296,248,9/8/2004,S32_3522,Shipped,3,9,2004
10304,36,73.04,64,2629.44,325.44,10/11/2004,S32_3522,Shipped,4,10,2004
10313,34,56.24,64,1912.16,-263.84,10/22/2004,S32_3522,Shipped,4,10,2004
10324,48,100,64,8209.44,5137.44,11/5/2004,S32_3522,Shipped,4,11,2004
10333,33,73.69,64,2431.77,319.77,11/18/2004,S32_3522,Shipped,4,11,2004
10348,31,100,64,3139.99,1155.99,11/1/2004,S32_3522,Shipped,4,11,2004
10358,36,100,64,5669.64,3365.64,12/10/2004,S32_3522,Shipped,4,12,2004
10370,25,100,64,3160.25,1560.25,1/20/2005,S32_3522,Shipped,1,1,2005
10382,48,100,64,6799.68,3727.68,2/17/2005,S32_3522,Shipped,1,2,2005
10411,27,69.16,64,1867.32,139.32,5/1/2005,S32_3522,Shipped,2,5,2005
10424,44,61.41,64,2702.04,-113.96,5/31/2005,S32_3522,In Process,2,5,2005
10106,33,72.92,68,2406.36,162.36,2/17/2003,S32_4289,Shipped,1,2,2003
10120,29,72.23,68,2094.67,122.67,4/29/2003,S32_4289,Shipped,2,4,2003
10133,49,57.1,68,2797.9,-534.1,6/27/2003,S32_4289,Shipped,2,6,2003
10144,20,81.86,68,1637.2,277.2,8/13/2003,S32_4289,Shipped,3,8,2003
10168,31,73.61,68,2281.91,173.91,10/28/2003,S32_4289,Shipped,4,10,2003
10210,39,59.16,68,2307.24,-344.76,1/12/2004,S32_4289,Shipped,1,1,2004
10223,20,66.04,68,1320.8,-39.2,2/20/2004,S32_4289,Shipped,1,2,2004
10235,34,77.73,68,2642.82,330.82,4/2/2004,S32_4289,Shipped,2,4,2004
10250,50,61.22,68,3061,-339,5/11/2004,S32_4289,Shipped,2,5,2004
10262,40,79.11,68,3164.4,444.4,6/24/2004,S32_4289,Cancelled,2,6,2004
10275,28,63.97,68,1791.16,-112.84,7/23/2004,S32_4289,Shipped,3,7,2004
10284,50,81.86,68,4093,693,8/21/2004,S32_4289,Shipped,3,8,2004
10297,28,79.8,68,2234.4,330.4,9/16/2004,S32_4289,Shipped,3,9,2004
10308,46,66.04,68,3037.84,-90.16,10/15/2004,S32_4289,Shipped,4,10,2004
10316,24,59.16,68,1419.84,-212.16,11/1/2004,S32_4289,Shipped,4,11,2004
10328,24,81.17,68,1948.08,316.08,11/12/2004,S32_4289,Shipped,4,11,2004
10340,39,59.16,68,2307.24,-344.76,11/24/2004,S32_4289,Shipped,4,11,2004
10353,40,44.51,68,1780.4,-939.6,12/4/2004,S32_4289,Shipped,4,12,2004
10361,49,72.33,68,3544.17,212.17,12/17/2004,S32_4289,Shipped,4,12,2004
10375,44,82.26,68,3619.44,627.44,2/3/2005,S32_4289,Shipped,1,2,2005
10388,35,100,68,3918.95,1538.95,3/3/2005,S32_4289,Shipped,1,3,2005
10398,22,67.41,68,1483.02,-12.98,3/30/2005,S32_4289,Shipped,1,3,2005
10401,62,77.73,68,4819.26,603.26,4/3/2005,S32_4289,On Hold,2,4,2005
10416,26,61.22,68,1591.72,-176.28,5/10/2005,S32_4289,Shipped,2,5,2005
10108,31,100,102,3669.78,507.78,3/3/2003,S32_4485,Shipped,1,3,2003
10121,25,86.74,102,2168.5,-381.5,5/7/2003,S32_4485,Shipped,2,5,2003
10135,30,89.8,102,2694,-366,7/2/2003,S32_4485,Shipped,3,7,2003
10145,27,100,102,3251.34,497.34,8/25/2003,S32_4485,Shipped,3,8,2003
10159,23,100,102,2347.15,1.15,10/10/2003,S32_4485,Shipped,4,10,2003
10169,34,100,102,3920.88,452.88,11/4/2003,S32_4485,Shipped,4,11,2003
10180,22,100,102,2514.6,270.6,11/11/2003,S32_4485,Shipped,4,11,2003
10190,42,85.72,102,3600.24,-683.76,11/19/2003,S32_4485,Shipped,4,11,2003
10211,37,100,102,4040.03,266.03,1/15/2004,S32_4485,Shipped,1,1,2004
10224,30,100,102,3336.9,276.9,2/21/2004,S32_4485,Shipped,1,2,2004
10237,27,100,102,3113.64,359.64,4/5/2004,S32_4485,Shipped,2,4,2004
10252,25,100,102,2832,282,5/26/2004,S32_4485,Shipped,2,5,2004
10264,34,97.97,102,3330.98,-137.02,6/30/2004,S32_4485,Shipped,2,6,2004
10276,38,100,102,4304.64,428.64,8/2/2004,S32_4485,Shipped,3,8,2004
10285,26,100,102,2600.26,-51.74,8/27/2004,S32_4485,Shipped,3,8,2004
10299,38,100,102,4382.16,506.16,9/30/2004,S32_4485,Shipped,3,9,2004
10309,50,84.7,102,4235,-865,10/15/2004,S32_4485,Shipped,4,10,2004
10319,22,100,102,2626.8,382.8,11/3/2004,S32_4485,Shipped,4,11,2004
10331,32,100,102,5026.56,1762.56,11/17/2004,S32_4485,Shipped,4,11,2004
10341,31,71.02,102,2201.62,-960.38,11/24/2004,S32_4485,Shipped,4,11,2004
10355,40,100,102,4326.8,246.8,12/7/2004,S32_4485,Shipped,4,12,2004
10365,22,100,102,3425.18,1181.18,1/7/2005,S32_4485,Shipped,1,1,2005
10375,41,100,102,4701.88,519.88,2/3/2005,S32_4485,Shipped,1,2,2005
10390,45,48.98,102,2204.1,-2385.9,3/4/2005,S32_4485,Shipped,1,3,2005
10403,45,100,102,5189.4,599.4,4/8/2005,S32_4485,Shipped,2,4,2005
10106,39,40.15,43,1565.85,-111.15,2/17/2003,S50_1341,Shipped,1,2,2003
10120,49,50.62,43,2480.38,373.38,4/29/2003,S50_1341,Shipped,2,4,2003
10133,27,50.19,43,1355.13,194.13,6/27/2003,S50_1341,Shipped,2,6,2003
10143,34,36.66,43,1246.44,-215.56,8/10/2003,S50_1341,Shipped,3,8,2003
10156,20,41.02,43,820.4,-39.6,10/8/2003,S50_1341,Shipped,4,10,2003
10168,48,51.93,43,2492.64,428.64,10/28/2003,S50_1341,Shipped,4,10,2003
10199,29,38.4,43,1113.6,-133.4,12/1/2003,S50_1341,Shipped,4,12,2003
10210,43,41.02,43,1763.86,-85.14,1/12/2004,S50_1341,Shipped,1,1,2004
10223,41,46.26,43,1896.66,133.66,2/20/2004,S50_1341,Shipped,1,2,2004
10235,41,35.35,43,1449.35,-313.65,4/2/2004,S50_1341,Shipped,2,4,2004
10250,36,51.93,43,1869.48,321.48,5/11/2004,S50_1341,Shipped,2,5,2004
10262,49,37.97,43,1860.53,-246.47,6/24/2004,S50_1341,Cancelled,2,6,2004
10275,38,45.39,43,1724.82,90.82,7/23/2004,S50_1341,Shipped,3,7,2004
10284,33,51.93,43,1713.69,294.69,8/21/2004,S50_1341,Shipped,3,8,2004
10296,26,48.44,43,1259.44,141.44,9/15/2004,S50_1341,Shipped,3,9,2004
10308,47,43.64,43,2051.08,30.08,10/15/2004,S50_1341,Shipped,4,10,2004
10316,34,47.57,43,1617.38,155.38,11/1/2004,S50_1341,Shipped,4,11,2004
10328,34,51.93,43,1765.62,303.62,11/12/2004,S50_1341,Shipped,4,11,2004
10340,40,50.62,43,2024.8,304.8,11/24/2004,S50_1341,Shipped,4,11,2004
10353,40,82.21,43,3288.4,1568.4,12/4/2004,S50_1341,Shipped,4,12,2004
10361,33,82.59,43,2725.47,1306.47,12/17/2004,S50_1341,Shipped,4,12,2004
10375,49,65.8,43,3224.2,1117.2,2/3/2005,S50_1341,Shipped,1,2,2005
10388,27,100,43,3211.38,2050.38,3/3/2005,S50_1341,Shipped,1,3,2005
10398,49,36.66,43,1796.34,-310.66,3/30/2005,S50_1341,Shipped,1,3,2005
10401,56,35.35,43,1979.6,-428.4,4/3/2005,S50_1341,On Hold,2,4,2005
10416,37,51.93,43,1921.41,330.41,5/10/2005,S50_1341,Shipped,2,5,2005
10104,33,100,115,3705.24,-89.76,1/31/2003,S50_1392,Shipped,1,1,2003
10115,27,100,115,2843.91,-261.09,4/4/2003,S50_1392,Shipped,2,4,2003
10127,46,100,115,6176.42,886.42,6/3/2003,S50_1392,Shipped,2,6,2003
10141,44,100,115,5500.44,440.44,8/1/2003,S50_1392,Shipped,3,8,2003
10151,26,100,115,3220.1,230.1,9/21/2003,S50_1392,Shipped,3,9,2003
10165,48,94.92,115,4556.16,-963.84,10/22/2003,S50_1392,Shipped,4,10,2003
10176,23,100,115,3114.89,469.89,11/6/2003,S50_1392,Shipped,4,11,2003
10184,45,100,115,4948.2,-226.8,11/14/2003,S50_1392,Shipped,4,11,2003
10195,49,100,115,5161.17,-473.83,11/25/2003,S50_1392,Shipped,4,11,2003
10207,28,94.92,115,2657.76,-562.24,12/9/2003,S50_1392,Shipped,4,12,2003
10220,37,100,115,3983.05,-271.95,2/12/2004,S50_1392,Shipped,1,2,2004
10230,34,100,115,3974.94,64.94,3/15/2004,S50_1392,Shipped,1,3,2004
10246,22,100,115,2928.42,398.42,5/5/2004,S50_1392,Shipped,2,5,2004
10259,29,100,115,3054.57,-280.43,6/15/2004,S50_1392,Shipped,2,6,2004
10271,34,98.39,115,3345.26,-564.74,7/20/2004,S50_1392,Shipped,3,7,2004
10282,38,100,115,4310.72,-59.28,8/20/2004,S50_1392,Shipped,3,8,2004
10292,41,100,115,4983.14,268.14,9/8/2004,S50_1392,Shipped,3,9,2004
10305,42,100,115,4618.32,-211.68,10/13/2004,S50_1392,Shipped,4,10,2004
10314,28,100,115,3403.12,183.12,10/22/2004,S50_1392,Shipped,4,10,2004
10325,38,100,115,5190.42,820.42,11/5/2004,S50_1392,Shipped,4,11,2004
10336,23,100,115,3141.57,496.57,11/20/2004,S50_1392,Shipped,4,11,2004
10350,31,71.4,115,2213.4,-1351.6,12/2/2004,S50_1392,Shipped,4,12,2004
10359,46,100,115,4896.7,-393.3,12/15/2004,S50_1392,Shipped,4,12,2004
10371,48,56.55,115,2714.4,-2805.6,1/23/2005,S50_1392,Shipped,1,1,2005
10383,29,100,115,3087.05,-247.95,2/22/2005,S50_1392,Shipped,1,2,2005
10395,46,100,115,5692.96,402.96,3/17/2005,S50_1392,Shipped,1,3,2005
10412,26,100,115,3460.86,470.86,5/3/2005,S50_1392,Shipped,2,5,2005
10425,18,100,115,1895.94,-174.06,5/31/2005,S50_1392,In Process,2,5,2005
10104,32,53.31,58,1705.92,-150.08,1/31/2003,S50_1514,Shipped,1,1,2003
10117,21,49.21,58,1033.41,-184.59,4/16/2003,S50_1514,Shipped,2,4,2003
10127,46,69.12,58,3179.52,511.52,6/3/2003,S50_1514,Shipped,2,6,2003
10142,42,49.79,58,2091.18,-344.82,8/8/2003,S50_1514,Shipped,3,8,2003
10153,31,57.41,58,1779.71,-18.29,9/28/2003,S50_1514,Shipped,3,9,2003
10165,38,66.78,58,2537.64,333.64,10/22/2003,S50_1514,Shipped,4,10,2003
10176,38,64.44,58,2448.72,244.72,11/6/2003,S50_1514,Shipped,4,11,2003
10185,20,48.62,58,972.4,-187.6,11/14/2003,S50_1514,Shipped,4,11,2003
10196,46,62.09,58,2856.14,188.14,11/26/2003,S50_1514,Shipped,4,11,2003
10208,30,65.61,58,1968.3,228.3,1/2/2004,S50_1514,Shipped,1,1,2004
10220,30,68.54,58,2056.2,316.2,2/12/2004,S50_1514,Shipped,1,2,2004
10230,43,52.14,58,2242.02,-251.98,3/15/2004,S50_1514,Shipped,1,3,2004
10247,49,63.85,58,3128.65,286.65,5/5/2004,S50_1514,Shipped,2,5,2004
10272,43,56.82,58,2443.26,-50.74,7/20/2004,S50_1514,Shipped,3,7,2004
10282,37,66.78,58,2470.86,324.86,8/20/2004,S50_1514,Shipped,3,8,2004
10292,35,55.07,58,1927.45,-102.55,9/8/2004,S50_1514,Shipped,3,9,2004
10306,34,60.34,58,2051.56,79.56,10/14/2004,S50_1514,Shipped,4,10,2004
10314,38,61.51,58,2337.38,133.38,10/22/2004,S50_1514,Shipped,4,10,2004
10325,44,100,58,5932.96,3380.96,11/5/2004,S50_1514,Shipped,4,11,2004
10337,21,100,58,2296.77,1078.77,11/21/2004,S50_1514,Shipped,4,11,2004
10350,44,100,58,6490.88,3938.88,12/2/2004,S50_1514,Shipped,4,12,2004
10359,25,64.93,58,1623.25,173.25,12/15/2004,S50_1514,Shipped,4,12,2004
10372,24,58.58,58,1405.92,13.92,1/26/2005,S50_1514,Shipped,1,1,2005
10383,38,60.06,58,2282.28,78.28,2/22/2005,S50_1514,Shipped,1,2,2005
10395,45,100,58,8977.05,6367.05,3/17/2005,S50_1514,Shipped,1,3,2005
